Obs_ID,Paper_Num,Old Num,duplicated_in,Added by,Author 1,Author 2,Author 3,Year,Title,Journal,Biome,Country,Latitud,Longitud,study year,Habitat,Substrate,Depth (m),Family,Genera,Species (seagrass),Ontogeny,Treatment_Nutrients,Treatment_CO2,Treatment_Tª,Treatment_Light,Treatment_Epiphytes,Treatment_Herbivory,Treatment_Multiple stres,Temperature_Treatment,Treatment_designation,Herbivore (category),Herbivore(type),Species (herbivore),Type of defense,Study description,Herb_manipulation,Macro_Herbivory_presence,Herbivory_info,Herbivory_quantification_assigned,Herbivory_approach,Details,Env.exp.Approach,Water samples (num),site,Treatment.type_CO2,Treatment.type_N,Treatment.type_Temp,Treatment.type_HW.hours,Treatment.type_recovery,treatment.type_Light,Treatment.type_herbivory_removal_percent,Replicates/treatment,duration.days,season,Size (L),Size(m2),Salinity,Salinity_SE,salinity_SD,Tª, Tª_SE,Tª_SD,Total_Alkalinity_TA_(umol/kg SW),TA_SE,TA_SD,pH,pH_SE,pH_SD,Light (mol photon/m2 d),Light (umol photon/m2 s),Light_SE (umol photon/m2 s),DIC_(umol/kg),DIC_SE,DIC_SD,pCO2_(uatm),pCO2_SE,pCO2_STD,CO2_umol/kg,CO2_SE,CO2_STD,CO2(aq)_(umol),CO2(aq)_(STD,HCO3_(umol/kg),HCO3_SE,Total_C (umol/kg),TC_SD,Total_CO2 (mM),Total_CO2 STD,CO32-,CO32-_SE,CO32-_SD,omega_ar,omega_ar_SE,omega_ar_SD,omega_ca,omega_ca_SE,omega_ca_SD,Nutrients_NH4_mean,Nutrients_NH4_SE,Nutrients_NH4_units,Nutrients_P_mean,Nutrients_P_SE,Nutrients_P_units,Nutrients_NO3_mean,Nutrients_NO3_SE,Nutrients_NO3_units,NO_mean NO (mg/L),NO_units,SENO,N,P,K,Yield_Mean ,Yield_SD,Yield_n,Yield_SE,ETRmax_Mean ,ETRmax_SD,ETR_units,ETRmax_n,ETRmax_SE,Ik_Mean ,Ik_units,Ik_SD,Ik_n ,Ik_SE,Ic_Mean ,Ic_units,Ic_SD,Ic_n,Ic_SE,Pmax_mean,Pmax_unit,Pmax_std,P_max_n,Pmax_SE,alpha_Mean ,alpha_SD,alpha_n,alpha_SE,NPP_Mean,NPP_units,NPP_SD,NPP_n,NPP_SE,R_Mean ,R_units,R_SD,R_n,R_SE,R_Mean ,R_units,R_SD,R_n,R_SE,Rrhiz_Mean ,Rrhiz_units,Rrhiz_SD,Rrhiz_n,Rrhiz_SE,GPP_Mean ,GPP_units,GPP_SD,GPP_n,GPP_SE,Energetic surplus (Pg:R)_Mean ,Energetic surplus (Pg:R)_SD,Energetic surplus (Pg:R)_n,Energetic surplus (Pg:R)_SE,Chla_Mean ,Chla_units,Chla_SD,Chla_n,Chla_SE,Chlb_Mean ,Chlb_units,Chlb_SD,Chlb_n,Chlb_SE,AbovegroundBM_Mean ,AbovegroundBM_units,AbovegroundBM_SD,AbovegroundBM_n,AbovegroundBM_SE,AbovegroundBM_Mean ,AbovegroundBM_units,AbovegroundBM_SD,AbovegroundBM_n,AbovegroundBM_SE,BelowgroundBiomass_Mean ,BelowgroundBiomass_units,BelowgroundBiomass_SD,BelowgroundBiomass_n,BelowgroundBiomass_SE,A:B_Mean ,A:B_SD,A:B_n,A:B_SE,Total_Biomass_Mean ,Total_Biomass_units,Total_Biomass_SD,Total_Biomass_n,Total_Biomass_SE,shoot density(shoot/m2)_Mean ,shoot density(shoot/m2)_SD,shoot density(shoot/m2)_n,shoot density(shoot/m2)_SE,Plant cover(%)_Mean ,Plant cover(%)_SD,Plant cover(%)_n,Plant cover(%)_SE,Shoot recruitment_Mean ,Shoot recruitment_units,Shoot recruitment_SD,Shoot recruitment_n,Shoot recruitment_SE,Growth_plantpart_units,Growth_Mean ,Growth_SD,Growth_n,Growth_SE,Growth_Mean ,Growth_plantpart_units,Growth_SD,Growth_n,Growth_SE,Growth_Mean ,Growth_plantpart_units,Growth_SD,Growth_n,Growth_SE,Growth_Mean ,Growth_plantpart_units,Growth_SD,Growth_n,Growth_SE,Growth_Mean ,Growth_plantpart_units,Growth_SD,Growth_n,Growth_SE,Growth_Mean ,Growth_plantpart_units,Growth_SD,Growth_n,Growth_SE,Growth_Mean ,Growth_plantpart_units,Growth_SD,Growth_n,Growth_SE,Growth_Mean ,Growth_plantpart_units,Growth_SD,Growth_n,Growth_SE,Growth_Mean ,Growth_plantpart_units,Growth_SD,Growth_n,Growth_SE,Growth_Mean ,Growth_plantpart_units,Growth_SD,Growth_n,Growth_SE,Growth_Mean ,Growth_plantpart_units,Growth_SD,Growth_n,Growth_SE,Size_Mean,Size_plantpart_units,Size_SD,Size_n,Size_SE,Size_Mean,Size_plantpart_units,Size_SD,Size_n,Size_SE,Size_Mean,Size_plantpart_units,Size_SD,Size_n,Size_SE,Size_Mean,Size_plantpart_units,Size_SD,Size_n,Size_SE,Size_Mean,Size_plantpart_units,Size_SD,Size_n,Size_SE,Size_Mean,Size_plantpart_units,Size_SD,Size_n,Size_SE,Size_Mean,Size_plantpart_units,Size_SD,Size_n,Size_SE,Biomass_Mean ,Biomass_units,Biomass_SD,Biomass_n,Biomass_SE,Biomass_Mean ,Biomass_units,Biomass_SD,Biomass_n,Biomass_SE,Biomass_Mean ,Biomass_units,Biomass_SD,Biomass_n,Biomass_SE,CN_Mean ,CN_plantpart,CN_SD,CN_n,CN_SE,CN_Mean ,CN_plantpart,CN_SD,CN_n,CN_SE,N_Mean ,N_units_plantpart,N_SD,N_n,N_SE,N_Mean ,N_units_plantpart,N_SD,N_n,N_SE,CN_Mean ,CN_plantpart,CN_units,CN_n,CN_SE,15N_Mean ,15N_plantpart,15N_SD,15N_n,15N_SE,15N_Mean ,15N_plantpart,15N_SD,15N_n,15N_SE,13C_Mean ,13C_plantpart,13C_SD,13C_n,13C_SE,13C_Mean ,13C_plantpart,13C_SD,13C_n,13C_SE,NO3uptake_Mean ,NO3uptake_SD,NO3uptake_n,NO3uptake_SE,Starch_Mean ,Starch_units_plantparts,Starch_SD,Starch_n,Starch_SE,Starch_Mean ,Starch_units_plantparts,Starch_SD,Starch_n,Starch_SE,Starch_Mean ,Starch_units_plantparts,Starch_SD,Starch_n,Starch_SE,Sucrose_Mean ,Sucrose_units_plantparts,Sucrose_SD,Sucrose_n,Sucrose_SE,Sucrose_Mean ,Sucrose_units_plantparts,Sucrose_SD,Sucrose_n,Sucrose_SE,NSC_Mean ,NSC_units_plantparts,NSC_SD,NSC_n,NSC_SE,Field_Lab,notes,Other species present? Context,Epi_biomass_Mean ,Epi_biomass_units,Epi_biomass_SD,Epi_biomass_n,Epi_biomass_SE,Consumption_Mean,Consumption_units,Consumption_SD,Consumption_n,Consumption_SE,Exp. Approach Environment (obs/man) ,field/lab,Other species present? Context,Context notes,Epiphytes Scraped (y/n/NR),Epiphyte manipulation (y/n),Epiphyte notes,Epiphytes present during grazing
358,33,14,,GH,"Campbell, S.J.","McKenzie, L.J.","Kerville, S.P.",2006,Photosynthetic responses of seven tropical seagrasses to elevated seawater temperature,Journal of experimental marine biology and ecology,5,Australia,38ºS,145ºE,2003,,sand,,,Thalassia,T. hemprichii,Adult,n,n,y,n,n,n,n,extreme,Treatment,,,,,,NA,no,na,na,na,,man,,Queensland,,,extreme,4,2,,,8,4,autumn,2,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,no,appears to be just seagrass,NR,no,no mention,
359,33,14,,GH,"Campbell, S.J.","McKenzie, L.J.","Kerville, S.P.",2006,Photosynthetic responses of seven tropical seagrasses to elevated seawater temperature,Journal of experimental marine biology and ecology,5,Australia,38ºS,145ºE,2003,,sand,,,Thalassia,T. hemprichii,Adult,n,n,y,n,n,n,n,extreme,Treatment,,,,,,NA,no,na,na,na,,man,,Queensland,,,extreme,4,2,,,8,5,autumn,2,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,no,appears to be just seagrass,NR,no,no mention,
360,33,14,,GH,"Campbell, S.J.","McKenzie, L.J.","Kerville, S.P.",2006,Photosynthetic responses of seven tropical seagrasses to elevated seawater temperature,Journal of experimental marine biology and ecology,5,Australia,17ºS,145ºE,2003,,mud,,,Zostera,Z. capricorni,Adult,n,n,y,n,n,n,n,control,Control,,,,,,NA,no,na,na,na,,man,,Queensland,,,control,0,,,,8,1,autumn,2,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,no,appears to be just seagrass,NR,no,no mention,
361,33,14,,GH,"Campbell, S.J.","McKenzie, L.J.","Kerville, S.P.",2006,Photosynthetic responses of seven tropical seagrasses to elevated seawater temperature,Journal of experimental marine biology and ecology,5,Australia,17ºS,145ºE,2003,,mud,,,Zostera,Z. capricorni,Adult,n,n,y,n,n,n,n,control,Control,,,,,,NA,no,na,na,na,,man,,Queensland,,,control,0,,,,8,2,autumn,2,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,no,appears to be just seagrass,NR,no,no mention,
362,33,14,,GH,"Campbell, S.J.","McKenzie, L.J.","Kerville, S.P.",2006,Photosynthetic responses of seven tropical seagrasses to elevated seawater temperature,Journal of experimental marine biology and ecology,5,Australia,17ºS,145ºE,2003,,mud,,,Zostera,Z. capricorni,Adult,n,n,y,n,n,n,n,control,Control,,,,,,NA,no,na,na,na,,man,,Queensland,,,control,0,,,,8,3,autumn,2,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,no,appears to be just seagrass,NR,no,no mention,
363,33,14,,GH,"Campbell, S.J.","McKenzie, L.J.","Kerville, S.P.",2006,Photosynthetic responses of seven tropical seagrasses to elevated seawater temperature,Journal of experimental marine biology and ecology,5,Australia,17ºS,145ºE,2003,,mud,,,Zostera,Z. capricorni,Adult,n,n,y,n,n,n,n,control,Control,,,,,,NA,no,na,na,na,,man,,Queensland,,,control,0,,,,8,4,autumn,2,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,no,appears to be just seagrass,NR,no,no mention,
364,33,14,,GH,"Campbell, S.J.","McKenzie, L.J.","Kerville, S.P.",2006,Photosynthetic responses of seven tropical seagrasses to elevated seawater temperature,Journal of experimental marine biology and ecology,5,Australia,17ºS,145ºE,2003,,mud,,,Zostera,Z. capricorni,Adult,n,n,y,n,n,n,n,control,Control,,,,,,NA,no,na,na,na,,man,,Queensland,,,control,0,,,,8,5,autumn,2,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,no,appears to be just seagrass,NR,no,no mention,
365,33,14,,GH,"Campbell, S.J.","McKenzie, L.J.","Kerville, S.P.",2006,Photosynthetic responses of seven tropical seagrasses to elevated seawater temperature,Journal of experimental marine biology and ecology,5,Australia,17ºS,145ºE,2003,,mud,,,Zostera,Z. capricorni,Adult,n,n,y,n,n,n,n,medium,Treatment,,,,,,NA,no,na,na,na,,man,,Queensland,,,medium,4,,,,8,1,autumn,2,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,no,appears to be just seagrass,NR,no,no mention,
366,33,14,,GH,"Campbell, S.J.","McKenzie, L.J.","Kerville, S.P.",2006,Photosynthetic responses of seven tropical seagrasses to elevated seawater temperature,Journal of experimental marine biology and ecology,5,Australia,17ºS,145ºE,2003,,mud,,,Zostera,Z. capricorni,Adult,n,n,y,n,n,n,n,medium,Treatment,,,,,,NA,no,na,na,na,,man,,Queensland,,,medium,4,,,,8,2,autumn,2,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,no,appears to be just seagrass,NR,no,no mention,
367,33,14,,GH,"Campbell, S.J.","McKenzie, L.J.","Kerville, S.P.",2006,Photosynthetic responses of seven tropical seagrasses to elevated seawater temperature,Journal of experimental marine biology and ecology,5,Australia,17ºS,145ºE,2003,,mud,,,Zostera,Z. capricorni,Adult,n,n,y,n,n,n,n,medium,Treatment,,,,,,NA,no,na,na,na,,man,,Queensland,,,medium,4,,,,8,3,autumn,2,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,no,appears to be just seagrass,NR,no,no mention,
368,33,14,,GH,"Campbell, S.J.","McKenzie, L.J.","Kerville, S.P.",2006,Photosynthetic responses of seven tropical seagrasses to elevated seawater temperature,Journal of experimental marine biology and ecology,5,Australia,17ºS,145ºE,2003,,mud,,,Zostera,Z. capricorni,Adult,n,n,y,n,n,n,n,medium,Treatment,,,,,,NA,no,na,na,na,,man,,Queensland,,,medium,4,,,,8,4,autumn,2,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,no,appears to be just seagrass,NR,no,no mention,
369,33,14,,GH,"Campbell, S.J.","McKenzie, L.J.","Kerville, S.P.",2006,Photosynthetic responses of seven tropical seagrasses to elevated seawater temperature,Journal of experimental marine biology and ecology,5,Australia,17ºS,145ºE,2003,,mud,,,Zostera,Z. capricorni,Adult,n,n,y,n,n,n,n,medium,Treatment,,,,,,NA,no,na,na,na,,man,,Queensland,,,medium,4,,,,8,5,autumn,2,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,no,appears to be just seagrass,NR,no,no mention,
370,33,14,,GH,"Campbell, S.J.","McKenzie, L.J.","Kerville, S.P.",2006,Photosynthetic responses of seven tropical seagrasses to elevated seawater temperature,Journal of experimental marine biology and ecology,5,Australia,17ºS,145ºE,2003,,mud,,,Zostera,Z. capricorni,Adult,n,n,y,n,n,n,n,control,Control,,,,,,NA,no,na,na,na,,man,,Queensland,,,control,0,,,,8,1,autumn,2,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,no,appears to be just seagrass,NR,no,no mention,
371,33,14,,GH,"Campbell, S.J.","McKenzie, L.J.","Kerville, S.P.",2006,Photosynthetic responses of seven tropical seagrasses to elevated seawater temperature,Journal of experimental marine biology and ecology,5,Australia,17ºS,145ºE,2003,,mud,,,Zostera,Z. capricorni,Adult,n,n,y,n,n,n,n,control,Control,,,,,,NA,no,na,na,na,,man,,Queensland,,,control,0,,,,8,2,autumn,2,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,no,appears to be just seagrass,NR,no,no mention,
372,33,14,,GH,"Campbell, S.J.","McKenzie, L.J.","Kerville, S.P.",2006,Photosynthetic responses of seven tropical seagrasses to elevated seawater temperature,Journal of experimental marine biology and ecology,5,Australia,17ºS,145ºE,2003,,mud,,,Zostera,Z. capricorni,Adult,n,n,y,n,n,n,n,control,Control,,,,,,NA,no,na,na,na,,man,,Queensland,,,control,0,,,,8,3,autumn,2,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,no,appears to be just seagrass,NR,no,no mention,
373,33,14,,GH,"Campbell, S.J.","McKenzie, L.J.","Kerville, S.P.",2006,Photosynthetic responses of seven tropical seagrasses to elevated seawater temperature,Journal of experimental marine biology and ecology,5,Australia,17ºS,145ºE,2003,,mud,,,Zostera,Z. capricorni,Adult,n,n,y,n,n,n,n,control,Control,,,,,,NA,no,na,na,na,,man,,Queensland,,,control,0,,,,8,4,autumn,2,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,no,appears to be just seagrass,NR,no,no mention,
374,33,14,,GH,"Campbell, S.J.","McKenzie, L.J.","Kerville, S.P.",2006,Photosynthetic responses of seven tropical seagrasses to elevated seawater temperature,Journal of experimental marine biology and ecology,5,Australia,17ºS,145ºE,2003,,mud,,,Zostera,Z. capricorni,Adult,n,n,y,n,n,n,n,control,Control,,,,,,NA,no,na,na,na,,man,,Queensland,,,control,0,,,,8,5,autumn,2,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,no,appears to be just seagrass,NR,no,no mention,
